timestep,motioninput_0,motioninput_1,motioninput_2,motioninput_3,motioninput_4,motioninput_5,motioninput_6,motioninput_7,motioninput_8,motioninput_9,motioninput_10,motioninput_11,motioninput_12,motioninput_13,motioninput_14,motioninput_15,motioninput_16,motioninput_17,motioninput_18,motioninput_19,motioninput_20,motioninput_21,motioninput_22,motioninput_23,motioninput_24,motioninput_25,motioninput_26,motioninput_27,motioninput_28,motioninput_29,motioninput_30,motioninput_31,motioninput_32,motioninput_33,motioninput_34,motioninput_35,motioninput_36,motioninput_37,motioninput_38,motioninput_39,motioninput_40,motioninput_41,anchor_ori_0,anchor_ori_1,anchor_ori_2,anchor_ori_3,anchor_ori_4,anchor_ori_5,angvel_x,angvel_y,angvel_z,qpos_offset_0,qpos_offset_1,qpos_offset_2,qpos_offset_3,qpos_offset_4,qpos_offset_5,qpos_offset_6,qpos_offset_7,qpos_offset_8,qpos_offset_9,qpos_offset_10,qpos_offset_11,qpos_offset_12,qpos_offset_13,qpos_offset_14,qpos_offset_15,qpos_offset_16,qpos_offset_17,qpos_offset_18,qpos_offset_19,qpos_offset_20,qvel_0,qvel_1,qvel_2,qvel_3,qvel_4,qvel_5,qvel_6,qvel_7,qvel_8,qvel_9,qvel_10,qvel_11,qvel_12,qvel_13,qvel_14,qvel_15,qvel_16,qvel_17,qvel_18,qvel_19,qvel_20,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9,tau_10,tau_11,tau_12,tau_13,tau_14,tau_15,tau_16,tau_17,tau_18,tau_19,tau_20
22,-0.7538620233535767,-0.007333382032811642,0.04607988893985748,0.11707547307014465,0.0,0.20133396983146667,-0.11733590811491013,-0.16410228610038757,-0.32834187150001526,0.4012024402618408,0.0,-0.4797077775001526,0.11846593767404556,0.41181421279907227,0.7417634725570679,-0.3673619031906128,0.7503924369812012,0.3139362931251526,-0.39643847942352295,0.33732396364212036,0.9002863168716431,-1.0009616613388062,-0.3725321888923645,-2.0780692100524902,0.7155563831329346,0.0,2.633413314819336,-0.9714691042900085,-0.16252845525741577,0.5030684471130371,1.3824760913848877,0.0,-0.2365589141845703,-0.1049090176820755,0.787461519241333,2.1317362785339355,0.9709224104881287,-2.5735809803009033,-0.1793697476387024,0.04962757229804993,0.9169958829879761,0.712817907333374,0.9798158476239399,0.19968039187648498,-0.19948490501744962,0.9736433863055233,-0.012910360767983083,0.11021024182700616,-0.291188411488002,0.43575544499912466,0.6488717779610229,-0.25450742692611494,0.057336478261929474,0.029474624498200597,-0.16445373090511795,-0.04370719416949864,0.11825602685747374,-0.14984749307649814,-0.15013529487875338,-0.18617528625897198,-0.17372886756595712,0.08189451725421747,0.02720570364061478,0.10292097764082984,0.46367606546174833,0.7448909008862569,-0.1533168267798176,0.7026440655336046,0.17522931063942282,-0.3727003395289452,0.2594337456235231,0.6879041605848515,"[-0.6967261858670946, -0.11780273012987941, -1.6410800036614994, 1.0169198062816316, 0.5778387694754626, -0.4128020090206056, 0.47033822610850745, 0.08541392779439642, -0.5907545896843126, -0.5105671711305906, 1.0332933783755567, -0.8608711098088431, -0.9603851849214867, -0.34205983975057386, 0.8044100941677796, 0.005442034199870431, -0.15403294353622982, 1.7276513573800578, 0.011790656766143968, 0.16350788635074665, 0.15876603557340901]",11.467201599645383,0.5140207987242473,-0.32839715729971,7.676041170556946,1.0496914098584484,1.5517838664176067,-3.958036060115165,-26.90297995211193,6.224944305249788,-33.49254216451305,-8.906519268919244,-18.9419421277313,-2.911367027937427,-0.4681105699275223,2.1150814986436792,0.15307979117745207,-0.14579381554281728,-0.7570359965766933,-1.1622032603200074,0.05766129712607693,-0.9082246976249087
23,-0.7739788889884949,-0.012226017192006111,0.013674566522240639,0.13261589407920837,0.0,0.25218483805656433,-0.13948781788349152,-0.16771475970745087,-0.3161759376525879,0.4331205487251282,0.0,-0.48235011100769043,0.11770562827587128,0.4298219084739685,0.7853884696960449,-0.34614408016204834,0.6969947218894958,0.30971014499664307,-0.39590883255004883,0.35617151856422424,0.9144366979598999,-1.0156065225601196,0.011167745105922222,-0.7046650052070618,0.8999489545822144,0.0,2.3608028888702393,-1.3798454999923706,-0.21681375801563263,0.8187517523765564,2.022764205932617,0.0,0.07676631212234497,0.09577032178640366,1.1262283325195312,2.2802770137786865,1.2408256530761719,-2.862499713897705,-0.27517974376678467,-0.01981109380722046,0.9931400418281555,0.6969153881072998,0.9807383270825927,0.19528800316757589,-0.1944612782439476,0.9743447867774997,-0.0183615101494155,0.11186971126417149,-0.2646148829631028,0.528484499403108,0.5086103256828619,-0.2674000582513808,0.054306687197013155,0.001812979176962804,-0.14455898607493423,-0.03310950494565949,0.10535673938774243,-0.1407551862086105,-0.1489173914552527,-0.19963509400165294,-0.18509216283900204,0.09666132502737969,0.009674077541141107,0.08336272060490338,0.4596054975117326,0.7592351722068447,-0.15603758153049585,0.6997505764288291,0.20864987776342486,-0.373879039343391,0.26622822529103285,0.6925567324302673,"[-0.6831434842918327, -0.1822043684839061, -1.1407069868526447, 0.9040411613403625, 0.40300956553155554, -0.9112017950263873, 0.40666796557353696, 0.03214941154550684, -0.7335719431009148, -0.6121395917608082, 0.5219114305859591, -0.8205402145564993, -0.9912227526899577, -0.07880850256465624, 0.7063490463861584, -0.24712152427237533, -0.16047141792623748, 1.6403960154434918, -0.10226570401954505, 0.45985791810399146, 0.32929053142665166]",5.324638972646511,0.49015655245759016,4.2858914002108,4.126016552454249,0.418176108196452,2.4830353521093227,-7.279973306009464,-32.5567004515934,6.818444685552894,-34.68772497868362,-8.41006588663255,-18.071055679063836,-0.6915318087304829,2.956762325428845,3.839476985605675,0.06391804149958724,0.035852449191720565,-0.3240700597945043,-0.8078157850129357,0.290831638054157,-0.08395043193190921
24,-0.7944862842559814,-0.006886672228574753,0.017893288284540176,0.15307343006134033,0.0,0.29576608538627625,-0.17252972722053528,-0.17277483642101288,-0.295591801404953,0.4821130037307739,0.0,-0.4766371250152588,0.12229675054550171,0.4568633437156677,0.8329745531082153,-0.3177288770675659,0.6358924508094788,0.3029291033744812,-0.39723092317581177,0.3770495653152466,0.9281629323959351,-1.0979936122894287,0.28139781951904297,0.20592641830444336,1.471745252609253,0.0,1.3447023630142212,-2.0061638355255127,-0.4163075089454651,0.956842303276062,3.0466809272766113,0.0,0.784243643283844,0.272735595703125,1.5144004821777344,2.2796273231506348,1.5611217021942139,-3.117807149887085,-0.2927318215370178,-0.19720569252967834,1.0042972564697266,0.5240902304649353,0.9821245535508634,0.18822007991367615,-0.1872387319222273,0.9757137230915414,-0.01931368894524727,0.11205325558917224,-0.17592341726150096,0.6921515028439605,0.2563522968273513,-0.27995842484610645,0.050788485142672264,-0.00894543527223479,-0.1316791645196595,-0.028142847968321012,0.09970236592995166,-0.13680987376059078,-0.14997818057674886,-0.21520706274668888,-0.19602888800946866,0.1026061264070205,-0.0015065511637379347,0.06539385071100101,0.4642812735059662,0.7753381682355027,-0.16319018963069562,0.6930112354361774,0.2401177671500794,-0.37747788180020053,0.2760929810718195,0.703984711581721,"[-0.6094285753500044, -0.1792315805085848, -0.15301442170581442, 0.4462069118485801, 0.08016300791650313, -0.21540921563557613, 0.04446751064560202, -0.12404067617164564, -0.8044909866316575, -0.49182796350182645, 0.21504117963034994, -0.3379198680605545, -0.8392558014200402, 0.43675319869247564, 0.902276732756967, -0.4101695359848928, -0.471800242403017, 1.5343897183787607, -0.2283731274809942, 0.47837099130879146, 0.7408088466182632]",0.3055189120815003,4.161276276836474,5.462736103238739,0.27251405149761254,0.100088613168871,3.2246969964558656,-4.973509121742544,-34.97059609702246,7.158341720546557,-27.112133041126178,-7.634759339166235,-13.69594498369182,1.6527374408128237,3.962159008069004,4.970335950013797,0.4386610710061747,-0.015887847857711135,-0.686989490677405,-1.0275923956807245,-0.14239257437822195,0.20419007857823201
25,-0.8178986310958862,-0.0009701049420982599,0.02191162295639515,0.1914857029914856,0.0,0.3059729337692261,-0.21973437070846558,-0.18436706066131592,-0.2779022455215454,0.5549877882003784,0.0,-0.45098036527633667,0.12861505150794983,0.49039793014526367,0.8765735626220703,-0.2836992144584656,0.5722824335098267,0.29800087213516235,-0.40379706025123596,0.3963434100151062,0.9354003071784973,-1.2069299221038818,0.3030443489551544,0.19841231405735016,2.145052433013916,0.0,0.09315982460975647,-2.537271499633789,-0.6612647175788879,0.8482947945594788,3.9422779083251953,0.0,1.5321366786956787,0.3375049829483032,1.7578989267349243,2.1301164627075195,1.7716656923294067,-3.2118499279022217,-0.22325068712234497,-0.39385855197906494,0.9448922872543335,0.28075724840164185,0.9832935691610751,0.18192947788322122,-0.18142352394080374,0.9768509241032182,-0.014807491596292709,0.11253415995077524,-0.05106418694654575,0.822341179070605,0.06720990365394858,-0.2893963204613338,0.046500402711652844,-0.0026555235724053136,-0.12994669325168529,-0.03304872862788185,0.08284422634580088,-0.14241489345303893,-0.15577313927619355,-0.23237387135433318,-0.20054866801393567,0.1029923147315553,0.0019284042759490638,0.05138761227602649,0.4780270152906351,0.7976208736948941,-0.1715389982527634,0.6772918260116796,0.26994334501971184,-0.3835442628651232,0.2830119907600549,0.722740988186261,"[-0.36533822644517494, -0.2327736291820285, 0.5640960820007314, -0.12406884533499817, -0.4212624165894975, -1.1339763095849587, -0.4848893972904264, -0.3958426983561944, -0.8989375369383111, -0.03171763959381267, -0.07729677450786154, 0.5658281164945544, -0.6090539243050175, 0.8263210608961835, 1.2697773280977747, -0.40349805543180495, -1.0000798560857547, 1.4728736528034383, -0.3485644248380566, 0.2489395708070406, 1.043387862225403]",-4.47578207206097,7.743329372871051,2.8430341503969876,-4.409525490146752,0.9493157138615438,3.5153478038773045,2.4463188974098125,-30.150170025908324,6.363601429175615,-14.143956913978162,-6.900323417386978,-7.5968512962701995,3.279570688813384,2.533616501335148,4.85351885610778,0.7120522353441342,-0.18101751243250042,-1.1207128070874113,-1.2392309458189916,-0.37235616392992255,-0.08211201467989127
26,-0.8427634835243225,0.005235102027654648,0.025829780846834183,0.23887552320957184,0.0,0.2994924783706665,-0.27402058243751526,-0.19922542572021484,-0.26166000962257385,0.6398041248321533,0.0,-0.41535165905952454,0.1357969492673874,0.5271793007850647,0.9181792140007019,-0.2468622475862503,0.5074184536933899,0.2939990758895874,-0.41298526525497437,0.4148452579975128,0.9393932223320007,-1.3686507940292358,0.44647446274757385,0.26576003432273865,2.7608916759490967,0.0,-1.1599093675613403,-3.229177713394165,-0.9124778509140015,0.3352433443069458,4.794278621673584,0.0,2.1501824855804443,0.5044229030609131,1.8660485744476318,2.0488977432250977,1.8194191455841064,-2.974297046661377,-0.1344241201877594,-0.6178028583526611,0.7773652672767639,-0.2482086420059204,0.9838664257513104,0.17842471755996647,-0.1787681788152598,0.9776212466659896,-0.006985307610750443,0.11145096783286731,0.2665322112787969,0.848881087116346,0.22309938870143747,-0.29844451960965257,0.03870671573941225,0.006299667530398033,-0.1294599169673759,-0.04851863006104529,0.06089482344341576,-0.15837561069764167,-0.17101743094715877,-0.2505363490976618,-0.18836879679083635,0.08728167295574399,0.028358527787798238,0.04020735702608807,0.494533690494983,0.8261355893727788,-0.1803915873704889,0.6537441993263173,0.29810677133617375,-0.3915498553631689,0.2842998583672559,0.7437786878044069,"[-0.6270249421970984, -0.6011167371154832, 0.21858083619194735, 0.28436049998308766, -0.6522056204754297, -0.4526387135998784, -0.8931811793572338, -1.078626759442471, -0.8866646338034322, 0.9740778627557373, -1.5357822984553988, 1.6012458272636394, -0.5632256984459831, 0.774127995324281, 1.4620137243632283, -0.4846335133154221, -1.249459371051081, 1.3615408871028258, -0.42560114361534856, -0.04696921914785784, 1.0161408537390615]",0.9405080455340178,14.79719179375433,0.7709890416766472,-15.326097764925006,2.166841704263332,2.0778106837619505,8.434502417995828,-11.058039579611886,2.688394692408238,4.459850633684944,-2.3797173765009836,-0.18196606357887868,6.711217944568006,1.9926422348905408,3.7381727327426115,0.5486070731073203,0.04896771185649618,-2.18944080411603,-1.823048277747303,-0.5681461350982413,-0.7541337942778368
27,-0.8726446628570557,0.016888873651623726,0.03254202380776405,0.30192136764526367,0.0,0.25957655906677246,-0.3489014804363251,-0.22086617350578308,-0.2644925117492676,0.7467589378356934,0.0,-0.3649730682373047,0.14879196882247925,0.565039873123169,0.9585294723510742,-0.2109224498271942,0.4533105492591858,0.292623907327652,-0.4285091757774353,0.42743802070617676,0.9254719614982605,-1.3908922672271729,0.584703803062439,0.3723475933074951,2.9050965309143066,0.0,-1.9483205080032349,-3.7024989128112793,-1.107245683670044,-0.5517966747283936,5.136638641357422,0.0,2.5898516178131104,0.6437119245529175,1.7341420650482178,1.9523158073425293,1.6902278661727905,-2.543668508529663,-0.13244524598121643,-0.76195228099823,0.5776070356369019,-0.8164703845977783,0.9828959374247286,0.18316944540999153,-0.18416123191493905,0.9773342236757041,-0.00046567535429425065,0.1061450399237037,0.251379752715331,0.8824982233076798,-0.03806654254706701,-0.31357511144114647,0.025971448073650927,0.008699386424692567,-0.12024195747201277,-0.04780595643969103,0.05272007378435131,-0.19091417069151284,-0.19134920416563186,-0.26914025568389144,-0.14509488273767035,0.07378351360678319,0.030547799777310036,0.033523087334598405,0.5111249113281372,0.8601331601678289,-0.19062968387841284,0.6256977623672345,0.3200538780564657,-0.40159759803950973,0.2821411465102316,0.7622366049693695,"[-0.7980890569876039, -0.5269644954407064, 0.09042092007005284, 0.5115085532405443, 0.19369392661718804, -0.4475369265006991, -2.1656743221986074, -0.8383686298250546, -1.0200183676038383, 2.9365140439118287, 0.13753090415605784, -0.7184734114167985, -0.15619551451440017, 0.8901140775410563, 1.902858759526473, -0.5279705927927189, -1.498454213991857, 0.910508060760476, -0.5717467191530167, -0.1266407121630695, 0.8549391681982277]",0.5706231093693113,20.909885019147318,-4.463339547752593,-16.35215766356488,0.2908844097013518,1.5790324584216617,15.420855720261008,6.3048254788106775,-2.074272960923988,19.45114385421163,-0.6814073691445626,16.14247703198986,8.415437468857224,2.616312404163434,3.802053925730304,0.46889467065559176,0.3619574712630711,-3.4017248682304038,-4.135857204673627,-0.8340843368106207,-1.1017731082821
28,-0.8983991742134094,0.028623254969716072,0.040723685175180435,0.35507938265800476,0.0,0.22155965864658356,-0.4221205413341522,-0.2435152530670166,-0.2837318778038025,0.8452696800231934,0.0,-0.3117575943470001,0.16154542565345764,0.5965449810028076,0.9962718486785889,-0.17925313115119934,0.40567171573638916,0.28870126605033875,-0.44346335530281067,0.437949538230896,0.9067344069480896,-1.0813921689987183,0.5907500386238098,0.482555091381073,2.163501024246216,0.0,-1.8058948516845703,-3.5778634548187256,-1.1828713417053223,-1.782322645187378,4.503332138061523,0.0,2.8026230335235596,0.6255958080291748,1.2574777603149414,1.756727695465088,1.369941234588623,-2.058485984802246,-0.32350867986679077,-0.7192224264144897,0.42150989174842834,-1.177696943283081,0.9813484721753114,0.19101829719820146,-0.19222671162903643,0.9762515832433254,0.0020168032797650993,0.10220007999214167,0.08863162415925602,0.6840246610957271,-0.4131535896698587,-0.32747303898995517,0.020717908931337105,0.012653169912759124,-0.108373752564483,-0.04477079634900537,0.040917891571673554,-0.24422288565930744,-0.20537860565151872,-0.291632808072691,-0.06963970479005788,0.0890697853572192,0.023587256061588513,0.03563084796743231,0.5318597828209614,0.9024818914298429,-0.19710059878761235,0.590452891895799,0.3333782511121786,-0.4169054483776276,0.2784735573294641,0.7698409024775409,"[-0.6018171282741384, -0.08259350532022755, 0.29059974397040783, 0.6576782792452863, 0.10145087441653548, -0.6920009349726054, -2.8927877794286156, -0.6501085585115223, -1.1888769683480351, 4.244161143167016, 1.1573029149751017, 0.04863134349242759, 0.2629254638731734, 1.1316563347906314, 2.2110442964740047, -0.16001699185307428, -1.952402488559197, 0.5248459753471508, -0.905370176209124, -0.2271717522391656, 0.030414313140614435]",3.0109173177075337,16.025334653519614,-1.008380280050308,-14.133344721815217,-2.20218050401942,1.5363476770313325,23.668663568684305,12.784545632339874,0.6901259225697061,19.42135403254784,-1.4409079927453285,20.32815750814006,6.04229970412889,1.7656280391666783,2.46124084257849,0.782158597266716,-0.17709511125036093,-2.58162916518056,-4.79647357249039,-1.048917568539476,-1.9862289720222486
29,-0.9159003496170044,0.040518876165151596,0.05184422805905342,0.3884614109992981,0.0,0.18734076619148254,-0.4920160174369812,-0.2681810259819031,-0.3357854187488556,0.9268922209739685,0.0,-0.2528681457042694,0.1738158017396927,0.6153389811515808,1.0287985801696777,-0.1561248004436493,0.37097111344337463,0.27968356013298035,-0.4572780728340149,0.4442984163761139,0.878364086151123,-1.3573720455169678,0.8149178624153137,0.37324196100234985,2.0435848236083984,0.0,-1.7511576414108276,-3.9662280082702637,-0.5073279142379761,-1.7639875411987305,4.2555036544799805,0.0,2.0974035263061523,0.8908636569976807,1.5193893909454346,2.166715145111084,1.8184174299240112,-2.0795843601226807,-0.2924688160419464,-0.6663001775741577,-0.10022073984146118,-1.864473581314087,0.9794878928350131,0.20101482614488023,-0.20141535684998987,0.9746378584437837,-0.005943215848113618,0.09835692430154074,-0.015702100636721363,0.5134262900683846,-0.7043305596653177,-0.33656285425701726,0.023577846262482695,0.021238084636519782,-0.09423284127050863,-0.04418031789089724,0.024682657451689766,-0.3038146071514376,-0.2175976306883315,-0.3190395986485908,0.020625611699996327,0.1057702054741431,0.03391447491825411,0.044462793524560985,0.5575294188070378,0.9470914768130901,-0.1935938359431473,0.5491200782621843,0.3422310695104808,-0.4387044105357355,0.26972443845270194,0.7599406005222162,"[-0.3763870987971091, 0.2579707232130277, 0.5143055754778909, 0.7269177704745654, -0.0050436853527830346, -0.8725823512677578, -3.007260003369431, -0.5998021399558964, -1.4937003545120942, 4.601308028729242, 0.4689657080177568, 0.7486746620553215, 0.5338417781730926, 1.3787618267330817, 2.207103556801874, 0.38197231837966505, -2.1001776317818943, 0.42561081353919705, -1.1911134458583272, -0.5877576266037953, -0.7924535515719493]",1.3949501345446955,13.08943075533825,1.0698287373902744,-15.733859348469629,-2.9995837107443943,-0.07495812484381603,19.963327093710884,10.681215137713128,0.2658699806321607,10.8958117711297,-2.397779824708283,18.08725139747252,2.411668406967687,1.41813713833022,1.5106143691633545,0.8143689837530034,0.2788367162896339,0.6275675315125095,-3.850413742760195,-1.0064261353054562,-1.2035668847519359
30,-0.9526940584182739,0.061219967901706696,0.05565336346626282,0.436822772026062,0.0,0.15151335299015045,-0.5807696580886841,-0.26380836963653564,-0.3542913794517517,1.0154898166656494,0.0,-0.2278614491224289,0.19717997312545776,0.6573205590248108,1.0829404592514038,-0.10651643574237823,0.32248833775520325,0.2770025134086609,-0.4701153635978699,0.43394070863723755,0.8321554660797119,-2.0808472633361816,1.1451252698898315,0.09906552731990814,2.6053175926208496,0.0,-1.8114824295043945,-4.673419952392578,0.581610918045044,-0.5059614777565002,4.517082691192627,0.0,0.8268088102340698,1.3068828582763672,2.388930320739746,2.977290630340576,2.8114240169525146,-2.5964221954345703,-0.05484670400619507,-0.6296508312225342,-0.7267169952392578,-2.533414840698242,0.9791104944852538,0.2033279076847695,-0.2025148398157075,0.9749071582288147,-0.01817633745451129,0.09062998836340484,-0.07792548609543559,0.5150538607989017,-0.7082356259867303,-0.34567158737622605,0.03027946865401358,0.031035581108956996,-0.07584203790357447,-0.04429079029559157,0.005062374912522261,-0.3636669421721028,-0.23047101963561947,-0.35026514851209056,0.1155689991925618,0.10122555302585788,0.06789979380541958,0.05480843606074535,0.5888316513857684,0.99278735519143,-0.1814864393950061,0.5095399863318766,0.35120694126918006,-0.4651465933631784,0.25297349227927457,0.7368617385155802,"[-0.5461035942240081, 0.37509269875700374, 0.46159875452498567, 1.0383817431605737, -0.000848586607940658, -1.0345186009208103, -3.046882875548845, -0.7079589567454438, -1.585156955998207, 4.756457857193455, -0.6157765467988957, 1.2590795565969004, 0.5033735595913469, 1.6879967859717893, 2.3565665595284133, 0.7152193813921044, -1.87055577062977, 0.4640835854933595, -1.3954848313193262, -0.9866475797614331, -1.3360082282771983]",-3.6465074847222683,10.794951610281265,1.3865058455347876,-16.49916759792014,-2.7515198703992487,0.29333665242425333,15.08333451649353,9.591065789805267,1.293868576113674,6.891608637079614,-0.8524072222230816,12.216896827506236,-1.2683391818191465,1.1323510615407493,2.6965529594960795,0.5953792415395842,0.8275060758168014,1.6537091198430156,-3.093643395252191,-0.7358596345219381,-0.4072410652527316
31,-0.9991342425346375,0.08632388710975647,0.05580684915184975,0.4926741123199463,0.0,0.1148814707994461,-0.6789528131484985,-0.24491658806800842,-0.3560238778591156,1.107575535774231,0.0,-0.21979579329490662,0.22609111666679382,0.7108961939811707,1.1478902101516724,-0.04366784170269966,0.26711422204971313,0.27748969197273254,-0.48246410489082336,0.4152297377586365,0.7770274877548218,-2.37874698638916,1.0378707647323608,-0.16339942812919617,2.5574235916137695,0.0,-1.6357680559158325,-4.992029190063477,1.8719017505645752,0.4976704716682434,3.89140248298645,0.0,0.39351320266723633,1.1746771335601807,2.5183513164520264,3.322902202606201,2.8581297397613525,-2.3015685081481934,0.010404735803604126,-0.6714180111885071,-1.1685609817504883,-2.794480323791504,0.9795820312867575,0.2006302284673709,-0.198787081478655,0.9761767724301246,-0.030045635578384466,0.08262215437178955,-0.19826437965398547,0.7289531874170039,-0.651372417204727,-0.3659610763913287,0.03945265510716281,0.03679042859790668,-0.044784982224411685,-0.04412032027980573,-0.01918307653752105,-0.43022872057912565,-0.24464141657469773,-0.3731762917356878,0.21506249870179395,0.08855457408205103,0.08673339105987479,0.06350485466058117,0.6278942905777012,1.0464165619570729,-0.16331905843389458,0.4750051976326786,0.36010127657291857,-0.4941373725148261,0.2294587026577425,0.7056854836485923,"[-1.3639011140498893, 0.5036089829171606, 0.16350463833705864, 1.9180658677989773, 0.03681015623745488, -1.3183631664641167, -3.5218690767469596, -0.6830265490506756, -0.800996466091669, 5.118624271857915, -0.557713038120518, 0.9147029839370859, 0.3727396639884605, 2.1221364659525928, 2.947561261103034, 1.0271548972464661, -1.6473498142862049, 0.4293325041801843, -1.4603649617646624, -1.2813642743233185, -1.678461100047146]",-4.093588355338124,7.947972663939748,2.4121870309092666,-9.36666459005745,-3.218017002261824,6.8257387967100485,7.247657186041501,13.05993374185222,4.7993482150181705,3.1665005556005497,0.43635206082524447,8.098164652203321,-5.721128980814754,0.04538028419878515,4.623871764401757,0.8967208531986717,0.6464869322302027,1.3088858611452325,-1.764589652582735,-0.33978476356630427,-0.01889243187310541
32,-1.0478439331054688,0.10273479670286179,0.04911738634109497,0.5391197204589844,0.0,0.08608262985944748,-0.7804508209228516,-0.18893229961395264,-0.334384560585022,1.1711459159851074,0.0,-0.212120920419693,0.24416705965995789,0.7580546140670776,1.2158565521240234,0.007808750495314598,0.23042559623718262,0.27741870284080505,-0.49697208404541016,0.387198269367218,0.7203762531280518,-2.490927219390869,0.7212335467338562,-0.3937329053878784,2.3476452827453613,0.0,-1.400985598564148,-5.040696144104004,2.9441542625427246,1.050636887550354,2.9101638793945312,0.0,0.359538197517395,0.8026517629623413,2.1386220455169678,3.2731473445892334,2.399961233139038,-1.6410462856292725,0.0265561044216156,-0.7884465456008911,-1.424314022064209,-2.852459192276001,0.9802793461272608,0.1961934706886154,-0.19345996316532452,0.9771907942832454,-0.0403193031733111,0.08127898638169384,-0.2948637773997022,1.0155552725726205,-0.4856994256849316,-0.404369573689756,0.05015752836493182,0.035611370693431066,0.0031705252912270776,-0.04251534925958735,-0.04890497553902878,-0.5085187747869218,-0.25110270249842565,-0.37192326957132665,0.32127260943885283,0.08125935198677135,0.11063599067527644,0.06835423691827106,0.6695643461894011,1.1119911990277482,-0.13849549491148475,0.446029097520881,0.36893334731092875,-0.5216718899011876,0.2007049238619248,0.6669833748217875,"[-2.239544449870945, 0.5424840784971143, -0.1415318144096193, 2.6273436922382207, 0.1011240585409021, -1.650247478501646, -4.177244032852269, 0.03737428409833751, 0.6129572518691149, 5.401498294374004, -0.20355746596851998, 1.7146060010176642, 0.12134832147262932, 2.008878718480332, 3.4866885406748316, 1.385760585688102, -1.3452774104713734, 0.4650013534961987, -1.295765192863715, -1.5282364013740801, -2.110509275898504]",6.783162989252897,5.760117299087768,2.536509306813212,-2.454527331958147,-3.186962631213237,15.243114390514922,-3.1869461601935143,20.330794298361955,3.4523046607613654,-1.4693463236219486,0.5536092897017874,1.7809340427113391,-11.18053947123142,-4.203782916100927,3.591039726328094,1.0213183437763678,-0.046507852468507416,2.170869616685782,-0.18432005642031335,0.05563930752125312,0.054836931555029
33,-1.098771333694458,0.11517322808504105,0.040057532489299774,0.5865799188613892,0.0,0.058842048048973083,-0.8805806636810303,-0.12715041637420654,-0.31399840116500854,1.2239820957183838,0.0,-0.20541426539421082,0.25819718837738037,0.7964410781860352,1.2788161039352417,0.05233060568571091,0.20147237181663513,0.27855193614959717,-0.5140019655227661,0.3582571744918823,0.662929117679596,-2.6572556495666504,0.4232984185218811,-0.5715106725692749,2.4237380027770996,0.0,-1.2841148376464844,-4.938075065612793,3.3789656162261963,0.956648588180542,2.105104923248291,0.0,0.28691887855529785,0.4992157220840454,1.4807254076004028,2.897632122039795,1.8783549070358276,-1.0608934164047241,0.11687204241752625,-0.9775876998901367,-1.4925315380096436,-2.912148952484131,0.9816234622193537,0.18871509245144613,-0.18551314314756695,0.9784972688440597,-0.04472417847205014,0.0832448721889732,-0.13912931865482114,1.3665493719152106,-0.46796953109033085,-0.4557022718079987,0.05901344863275905,0.02922192711618532,0.056972444426362734,-0.04801411603929245,-0.07785056685630543,-0.6030350361993893,-0.23623380504142266,-0.34374717035228075,0.4229515185610384,0.08020448490825281,0.12481216987213872,0.06790022278353797,0.6994854490856871,1.1803431355673495,-0.11143567347493767,0.426928968148315,0.380119794913558,-0.5451644297160375,0.16869703874755584,0.6170065492959823,"[-2.7064088508172155, 0.35654719806333596, -0.34614391586829657, 2.6023496725819024, -0.0959114188307566, -1.4294600323232347, -5.112251192108582, 1.205533196075831, 1.847490223566806, 4.834081629533781, -0.0017947194364338372, -0.3271806941624297, -0.11096897833792257, 1.1387241253155238, 3.304641801749632, 1.2907010386161633, -0.7124817018762128, 0.6314354471328513, -1.1000786409726566, -1.6270726037579688, -2.7594357557373264]",21.5575730906057,8.498844272947633,5.195976210081689,-2.6121345954303514,-1.6612578649697334,23.491414331862988,-14.641635052912825,22.015217539127832,-2.1494441937905133,-7.493728851196742,0.46305420821391885,-3.1339341503038853,-14.42835449669323,-6.348035582560231,1.6515491102035105,0.2834493493640333,-0.3493520611678613,4.32907919723848,0.5690696698038467,0.525243225092189,0.3027164646907785
