-1.862793684005737305e+00,-2.413883209228515625e+00,7.221586704254150391e-01,3.492676466703414917e-02,2.242770232260227203e-02,-8.025332093238830566e-01,5.951617956161499023e-01,-2.115079900249838829e-03,3.142986446619033813e-02,2.375862151384353638e-01,-4.274924844503402710e-02,-4.030312597751617432e-02,-6.415377557277679443e-02,-4.147907346487045288e-02,-8.962704986333847046e-02,-7.009277492761611938e-02,-2.243716269731521606e-02,1.254657059907913208e-01,-1.627749390900135040e-02,7.580328732728958130e-02,-6.057714298367500305e-02,1.421455144882202148e-01,1.615963280200958252e-01,1.404614090919494629e+00,1.632438451051712036e-01,-3.019338250160217285e-01,2.495345026254653931e-01,1.155126690864562988e+00
-1.862850069999694824e+00,-2.413821458816528320e+00,7.221498489379882812e-01,3.608781844377517700e-02,2.363641932606697083e-02,-8.040174841880798340e-01,5.930387377738952637e-01,-4.993150942027568817e-03,3.201626613736152649e-02,2.420936971902847290e-01,-4.243389144539833069e-02,-4.057801142334938049e-02,-6.480283290147781372e-02,-4.634106904268264771e-02,-8.877986669540405273e-02,-6.378937512636184692e-02,-2.411605045199394226e-02,1.251830756664276123e-01,-1.374858338385820389e-02,7.909898459911346436e-02,-6.708205491304397583e-02,1.467762291431427002e-01,1.742265820503234863e-01,1.419597148895263672e+00,1.557576209306716919e-01,-3.002772927284240723e-01,2.550937831401824951e-01,1.162168145179748535e+00
-1.862901806831359863e+00,-2.413812637329101562e+00,7.221497297286987305e-01,3.607324883341789246e-02,2.375351451337337494e-02,-8.040297031402587891e-01,5.930182933807373047e-01,-5.124238319694995880e-03,3.234463557600975037e-02,2.421585470438003540e-01,-4.234023392200469971e-02,-4.064519703388214111e-02,-6.489069759845733643e-02,-4.657124727964401245e-02,-8.846498280763626099e-02,-6.363249570131301880e-02,-2.394810691475868225e-02,1.250898241996765137e-01,-1.386195328086614609e-02,7.894323766231536865e-02,-6.586258113384246826e-02,1.507187783718109131e-01,1.790120899677276611e-01,1.421700835227966309e+00,1.547428369522094727e-01,-2.989670634269714355e-01,2.503041028976440430e-01,1.163294076919555664e+00
-1.862951159477233887e+00,-2.413805484771728516e+00,7.221504449844360352e-01,3.602156043052673340e-02,2.382014505565166473e-02,-8.039926886558532715e-01,5.930689573287963867e-01,-5.107415840029716492e-03,3.262769430875778198e-02,2.420543134212493896e-01,-4.233388602733612061e-02,-4.069655388593673706e-02,-6.493300199508666992e-02,-4.654279723763465881e-02,-8.819363266229629517e-02,-6.368853896856307983e-02,-2.384230867028236389e-02,1.250070035457611084e-01,-1.404495630413293839e-02,7.847015559673309326e-02,-6.426193565130233765e-02,1.548827141523361206e-01,1.841163039207458496e-01,1.423595070838928223e+00,1.538141518831253052e-01,-2.975606322288513184e-01,2.445353865623474121e-01,1.164183139801025391e+00
-1.862985968589782715e+00,-2.413801431655883789e+00,7.221555113792419434e-01,3.597896546125411987e-02,2.385373227298259735e-02,-8.039534687995910645e-01,5.931233167648315430e-01,-5.076095927506685257e-03,3.281791880726814270e-02,2.419462352991104126e-01,-4.233112558722496033e-02,-4.072742909193038940e-02,-6.495996564626693726e-02,-4.651750251650810242e-02,-8.799757808446884155e-02,-6.374060362577438354e-02,-2.373407594859600067e-02,1.249201893806457520e-01,-1.423919480293989182e-02,7.769346237182617188e-02,-6.268849968910217285e-02,1.588815003633499146e-01,1.888282299041748047e-01,1.425386071205139160e+00,1.528649181127548218e-01,-2.963986694812774658e-01,2.388124316930770874e-01,1.165089726448059082e+00
-1.863010287284851074e+00,-2.413800954818725586e+00,7.221645116806030273e-01,3.594118356704711914e-02,2.389102056622505188e-02,-8.039143681526184082e-01,5.931771993637084961e-01,-5.035499110817909241e-03,3.299697116017341614e-02,2.418297976255416870e-01,-4.235262796282768250e-02,-4.075115546584129333e-02,-6.498891860246658325e-02,-4.647921770811080933e-02,-8.783411979675292969e-02,-6.381207704544067383e-02,-2.362711541354656219e-02,1.248696744441986084e-01,-1.449344772845506668e-02,7.712675631046295166e-02,-6.115865334868431091e-02,1.627804487943649292e-01,1.931080222129821777e-01,1.427114248275756836e+00,1.519079655408859253e-01,-2.953484654426574707e-01,2.331638187170028687e-01,1.166105985641479492e+00
-1.863018870353698730e+00,-2.413804292678833008e+00,7.221775650978088379e-01,3.594574704766273499e-02,2.394352108240127563e-02,-8.039106726646423340e-01,5.931797623634338379e-01,-5.074716638773679733e-03,3.313194587826728821e-02,2.417910099029541016e-01,-4.238824173808097839e-02,-4.077921807765960693e-02,-6.500390172004699707e-02,-4.657640308141708374e-02,-8.771947026252746582e-02,-6.371507048606872559e-02,-2.350229211151599884e-02,1.248198524117469788e-01,-1.474331505596637726e-02,7.697272300720214844e-02,-5.988135933876037598e-02,1.661212295293807983e-01,1.963981240987777710e-01,1.428615689277648926e+00,1.510125547647476196e-01,-2.946511507034301758e-01,2.282348126173019409e-01,1.167209744453430176e+00
-1.863019704818725586e+00,-2.413818597793579102e+00,7.221906781196594238e-01,3.599547594785690308e-02,2.401866763830184937e-02,-8.039493560791015625e-01,5.931212306022644043e-01,-5.195760168135166168e-03,3.324334695935249329e-02,2.419257611036300659e-01,-4.242432489991188049e-02,-4.082305729389190674e-02,-6.501507014036178589e-02,-4.681088775396347046e-02,-8.764699101448059082e-02,-6.343624740839004517e-02,-2.332361787557601929e-02,1.248083040118217468e-01,-1.502541825175285339e-02,7.757885009050369263e-02,-5.879036709666252136e-02,1.690851449966430664e-01,1.988383233547210693e-01,1.430069327354431152e+00,1.503619700670242310e-01,-2.943798601627349854e-01,2.239260375499725342e-01,1.168231487274169922e+00
-1.863020658493041992e+00,-2.413839340209960938e+00,7.222011685371398926e-01,3.606531396508216858e-02,2.409257739782333374e-02,-8.040209412574768066e-01,5.930169820785522461e-01,-5.351363681256771088e-03,3.332260996103286743e-02,2.421682775020599365e-01,-4.243885725736618042e-02,-4.088046029210090637e-02,-6.502779573202133179e-02,-4.710599407553672791e-02,-8.759050071239471436e-02,-6.299598515033721924e-02,-2.314342185854911804e-02,1.247595027089118958e-01,-1.528745330870151520e-02,7.811191678047180176e-02,-5.782349780201911926e-02,1.718759238719940186e-01,2.012339234352111816e-01,1.431599259376525879e+00,1.498563438653945923e-01,-2.943662106990814209e-01,2.203881144523620605e-01,1.169054150581359863e+00
-1.863025307655334473e+00,-2.413880825042724609e+00,7.222044467926025391e-01,3.613161295652389526e-02,2.415650524199008942e-02,-8.040815591812133789e-01,5.929282307624816895e-01,-5.447858944535255432e-03,3.336014226078987122e-02,2.423872053623199463e-01,-4.249777272343635559e-02,-4.091608896851539612e-02,-6.504300236701965332e-02,-4.734617471694946289e-02,-8.759713172912597656e-02,-6.262920796871185303e-02,-2.300021611154079437e-02,1.247729286551475525e-01,-1.548865251243114471e-02,7.862336933612823486e-02,-5.701934173703193665e-02,1.743914932012557983e-01,2.030597329139709473e-01,1.433161616325378418e+00,1.497045010328292847e-01,-2.948201000690460205e-01,2.185515165328979492e-01,1.169341087341308594e+00
-1.863028049468994141e+00,-2.413932800292968750e+00,7.222036123275756836e-01,3.620157763361930847e-02,2.420731075108051300e-02,-8.041446805000305176e-01,5.928362011909484863e-01,-5.525743123143911362e-03,3.333682939410209656e-02,2.426074296236038208e-01,-4.254887253046035767e-02,-4.092623665928840637e-02,-6.507900357246398926e-02,-4.751063510775566101e-02,-8.763847500085830688e-02,-6.227634847164154053e-02,-2.295024879276752472e-02,1.247948855161666870e-01,-1.565819606184959412e-02,7.912225276231765747e-02,-5.631405860185623169e-02,1.766198724508285522e-01,2.043847143650054932e-01,1.434649348258972168e+00,1.497622430324554443e-01,-2.955349981784820557e-01,2.176581472158432007e-01,1.169253945350646973e+00
-1.863026499748229980e+00,-2.413996696472167969e+00,7.221998572349548340e-01,3.626732900738716125e-02,2.424227260053157806e-02,-8.042088150978088379e-01,5.927438139915466309e-01,-5.529555957764387131e-03,3.326794505119323730e-02,2.428122162818908691e-01,-4.265771806240081787e-02,-4.091082513332366943e-02,-6.512301415205001831e-02,-4.763588309288024902e-02,-8.773706853389739990e-02,-6.197610870003700256e-02,-2.296927757561206818e-02,1.248629018664360046e-01,-1.570677570998668671e-02,7.966721802949905396e-02,-5.555665493011474609e-02,1.786104887723922729e-01,2.051502466201782227e-01,1.436043739318847656e+00,1.500016003847122192e-01,-2.964388430118560791e-01,2.175092399120330811e-01,1.168870806694030762e+00
-1.863019347190856934e+00,-2.414067268371582031e+00,7.221958637237548828e-01,3.632633760571479797e-02,2.425272762775421143e-02,-8.042590022087097168e-01,5.926715731620788574e-01,-5.520238075405359268e-03,3.312610462307929993e-02,2.430117130279541016e-01,-4.272077605128288269e-02,-4.085322842001914978e-02,-6.518615782260894775e-02,-4.766383767127990723e-02,-8.784350007772445679e-02,-6.177683919668197632e-02,-2.306518144905567169e-02,1.248848363757133484e-01,-1.576892659068107605e-02,7.990399003028869629e-02,-5.488871410489082336e-02,1.800907254219055176e-01,2.053969800472259521e-01,1.437290549278259277e+00,1.503356248140335083e-01,-2.973870038986206055e-01,2.174436002969741821e-01,1.168167471885681152e+00
-1.863010883331298828e+00,-2.414139986038208008e+00,7.221920490264892578e-01,3.637264668941497803e-02,2.426225692033767700e-02,-8.042910099029541016e-01,5.926249623298645020e-01,-5.471177399158477783e-03,3.300707787275314331e-02,2.431599348783493042e-01,-4.280322417616844177e-02,-4.080693423748016357e-02,-6.524546444416046143e-02,-4.769171029329299927e-02,-8.794075995683670044e-02,-6.165331602096557617e-02,-2.317028678953647614e-02,1.249156445264816284e-01,-1.576509699225425720e-02,8.002374321222305298e-02,-5.427270382642745972e-02,1.813349723815917969e-01,2.054000943899154663e-01,1.438391089439392090e+00,1.507037729024887085e-01,-2.982926070690155029e-01,2.172968387603759766e-01,1.167315125465393066e+00
-1.862998247146606445e+00,-2.414209604263305664e+00,7.221883535385131836e-01,3.640871867537498474e-02,2.427553199231624603e-02,-8.042957782745361328e-01,5.926157236099243164e-01,-5.411409772932529449e-03,3.289782628417015076e-02,2.432200014591217041e-01,-4.286666959524154663e-02,-4.074896126985549927e-02,-6.532835215330123901e-02,-4.771954938769340515e-02,-8.802250772714614868e-02,-6.160994246602058411e-02,-2.321752347052097321e-02,1.249350011348724365e-01,-1.580499671399593353e-02,7.994908839464187622e-02,-5.399338155984878540e-02,1.820758432149887085e-01,2.054247409105300903e-01,1.439532518386840820e+00,1.510080844163894653e-01,-2.991816401481628418e-01,2.169819772243499756e-01,1.166393518447875977e+00
-1.862980127334594727e+00,-2.414274692535400391e+00,7.221846580505371094e-01,3.642770648002624512e-02,2.430605702102184296e-02,-8.042897582054138184e-01,5.926215052604675293e-01,-5.361485294997692108e-03,3.283666074275970459e-02,2.432386577129364014e-01,-4.292288050055503845e-02,-4.069795832037925720e-02,-6.538627296686172485e-02,-4.775698855519294739e-02,-8.808457851409912109e-02,-6.157985329627990723e-02,-2.321534417569637299e-02,1.249822899699211121e-01,-1.584386825561523438e-02,7.997254282236099243e-02,-5.387003347277641296e-02,1.825758814811706543e-01,2.053798735141754150e-01,1.440630555152893066e+00,1.512689292430877686e-01,-2.999413609504699707e-01,2.164003849029541016e-01,1.165608286857604980e+00
-1.862957358360290527e+00,-2.414332628250122070e+00,7.221811413764953613e-01,3.643285110592842102e-02,2.433513477444648743e-02,-8.042755126953125000e-01,5.926393270492553711e-01,-5.306803155690431595e-03,3.276613727211952209e-02,2.432128787040710449e-01,-4.297564923763275146e-02,-4.061283916234970093e-02,-6.542537361383438110e-02,-4.778273776173591614e-02,-8.811090141534805298e-02,-6.158836185932159424e-02,-2.317303791642189026e-02,1.250101476907730103e-01,-1.584834605455398560e-02,8.008936792612075806e-02,-5.393373221158981323e-02,1.827002018690109253e-01,2.054581642150878906e-01,1.441738128662109375e+00,1.514815837144851685e-01,-3.006367981433868408e-01,2.160816192626953125e-01,1.164917230606079102e+00
-1.862930655479431152e+00,-2.414388418197631836e+00,7.221772670745849609e-01,3.640701249241828918e-02,2.435648813843727112e-02,-8.042535185813903809e-01,5.926699042320251465e-01,-5.186748690903186798e-03,3.273877874016761780e-02,2.431762069463729858e-01,-4.301005601882934570e-02,-4.054851457476615906e-02,-6.548225879669189453e-02,-4.771920293569564819e-02,-8.812488615512847900e-02,-6.162238493561744690e-02,-2.312905155122280121e-02,1.250346750020980835e-01,-1.587092131376266479e-02,8.032891899347305298e-02,-5.415932089090347290e-02,1.822707504034042358e-01,2.053752243518829346e-01,1.442455768585205078e+00,1.516704112291336060e-01,-3.010967075824737549e-01,2.157054245471954346e-01,1.164627671241760254e+00
-1.862904906272888184e+00,-2.414446830749511719e+00,7.221730351448059082e-01,3.638029098510742188e-02,2.436052449047565460e-02,-8.042342662811279297e-01,5.926974415779113770e-01,-5.041500087827444077e-03,3.266926109790802002e-02,2.431446611881256104e-01,-4.304483532905578613e-02,-4.046171903610229492e-02,-6.556843966245651245e-02,-4.762111231684684753e-02,-8.813920617103576660e-02,-6.170755252242088318e-02,-2.309363707900047302e-02,1.250529587268829346e-01,-1.586303301155567169e-02,8.054613322019577026e-02,-5.446857959032058716e-02,1.815450638532638550e-01,2.054891586303710938e-01,1.443112492561340332e+00,1.518541872501373291e-01,-3.015844523906707764e-01,2.155065983533859253e-01,1.164445877075195312e+00
-1.862878918647766113e+00,-2.414509773254394531e+00,7.221668362617492676e-01,3.635270893573760986e-02,2.437304332852363586e-02,-8.042101860046386719e-01,5.927313566207885742e-01,-4.866650793701410294e-03,3.264896199107170105e-02,2.431087493896484375e-01,-4.309775680303573608e-02,-4.040832445025444031e-02,-6.565430015325546265e-02,-4.749433696269989014e-02,-8.815555274486541748e-02,-6.177745014429092407e-02,-2.306783944368362427e-02,1.250911504030227661e-01,-1.590105146169662476e-02,8.073476701974868774e-02,-5.496278777718544006e-02,1.805116534233093262e-01,2.052980512380599976e-01,1.443565607070922852e+00,1.519756764173507690e-01,-3.019704520702362061e-01,2.153319567441940308e-01,1.164572477340698242e+00
-1.862853169441223145e+00,-2.414578199386596680e+00,7.221593260765075684e-01,3.632256016135215759e-02,2.437406033277511597e-02,-8.041862249374389648e-01,5.927656292915344238e-01,-4.668985027819871902e-03,3.259926661849021912e-02,2.431022822856903076e-01,-4.315034300088882446e-02,-4.033835604786872864e-02,-6.574735045433044434e-02,-4.733926057815551758e-02,-8.819999545812606812e-02,-6.188606843352317810e-02,-2.303860709071159363e-02,1.251466572284698486e-01,-1.593070290982723236e-02,8.091364800930023193e-02,-5.552520602941513062e-02,1.793376952409744263e-01,2.050992846488952637e-01,1.444000244140625000e+00,1.520633101463317871e-01,-3.023261129856109619e-01,2.153164446353912354e-01,1.164833068847656250e+00
-1.862830042839050293e+00,-2.414647817611694336e+00,7.221505641937255859e-01,3.628438338637351990e-02,2.438042312860488892e-02,-8.041543364524841309e-01,5.928109884262084961e-01,-4.438715986907482147e-03,3.260026499629020691e-02,2.430794686079025269e-01,-4.323007166385650635e-02,-4.029116034507751465e-02,-6.582862883806228638e-02,-4.718782380223274231e-02,-8.822271227836608887e-02,-6.200752034783363342e-02,-2.299635671079158783e-02,1.251671165227890015e-01,-1.597423478960990906e-02,8.108013868331909180e-02,-5.609425157308578491e-02,1.781221628189086914e-01,2.047279328107833862e-01,1.444329738616943359e+00,1.521823406219482422e-01,-3.025527894496917725e-01,2.153514474630355835e-01,1.165067672729492188e+00
-1.862807869911193848e+00,-2.414725542068481445e+00,7.221407890319824219e-01,3.623930364847183228e-02,2.439696341753005981e-02,-8.041208982467651367e-01,5.928583741188049316e-01,-4.209118429571390152e-03,3.258650377392768860e-02,2.430616319179534912e-01,-4.331450164318084717e-02,-4.024723917245864868e-02,-6.591816991567611694e-02,-4.696835950016975403e-02,-8.824371546506881714e-02,-6.215996295213699341e-02,-2.299361303448677063e-02,1.252350360155105591e-01,-1.604623161256313324e-02,8.107346296310424805e-02,-5.673298984766006470e-02,1.767641752958297729e-01,2.044969201087951660e-01,1.444583535194396973e+00,1.523770540952682495e-01,-3.026371002197265625e-01,2.155504524707794189e-01,1.165087699890136719e+00
-1.862787604331970215e+00,-2.414804935455322266e+00,7.221317887306213379e-01,3.618807345628738403e-02,2.441448532044887543e-02,-8.040735125541687012e-01,5.929251313209533691e-01,-3.966073505580425262e-03,3.260476887226104736e-02,2.429650276899337769e-01,-4.342736303806304932e-02,-4.021991044282913208e-02,-6.600102782249450684e-02,-4.672753065824508667e-02,-8.824975043535232544e-02,-6.236387789249420166e-02,-2.299725264310836792e-02,1.252914518117904663e-01,-1.612684875726699829e-02,8.107619732618331909e-02,-5.738115310668945312e-02,1.753378659486770630e-01,2.048786133527755737e-01,1.444931030273437500e+00,1.525806784629821777e-01,-3.025876581668853760e-01,2.155007421970367432e-01,1.165134787559509277e+00
-1.862766146659851074e+00,-2.414891242980957031e+00,7.221235632896423340e-01,3.612568229436874390e-02,2.444660849869251251e-02,-8.040295243263244629e-01,5.929871797561645508e-01,-3.721205284819006920e-03,3.265208005905151367e-02,2.428838163614273071e-01,-4.352152720093727112e-02,-4.016770049929618835e-02,-6.608359515666961670e-02,-4.643251374363899231e-02,-8.822855353355407715e-02,-6.257610768079757690e-02,-2.302434481680393219e-02,1.253905743360519409e-01,-1.623864658176898956e-02,8.101057261228561401e-02,-5.807599052786827087e-02,1.738492995500564575e-01,2.050433456897735596e-01,1.445132732391357422e+00,1.526399701833724976e-01,-3.023015558719635010e-01,2.154053151607513428e-01,1.165397167205810547e+00
